official_facility_id,official_name,official_type,official_star_rating,room_count,bed_count,official_address_area,official_phone,mapped_project_area,area_mapping_confidence,certificate_scope,source_url,source_retrieved_at,merge_note
OFFBOD118,GÜMBET COVE OTEL,2 YILDIZLI OTEL,2,42,90,GÜMBET MAHALLESİ,0252 319 5252,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD119,HOTEL PALOMA,2 YILDIZLI OTEL,2,58,116,GÜMBET MAHALLESİ,0252 319 3138,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD120,HOTEL TOLAMAN,2 YILDIZLI OTEL,2,31,62,BİTEZ MAHALLESİ,0252 363 7751,Bitez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD121,KATAMARAN OTEL,2 YILDIZLI OTEL,2,59,120,UĞUR ÖZTOP CAD.,0252 387 7404,,,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD122,KORTAN OTEL,2 YILDIZLI OTEL,2,25,50,TURGUTREİS MAH.,0252 382 2932,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD123,LAROSA OTEL,2 YILDIZLI OTEL,2,30,60,GÜMBET MAHALLESİ,0252 319 1433,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD124,MANUELA OTEL,2 YILDIZLI OTEL,2,34,69,BİTEZ MAHALLESİ,0252 363 7904,Bitez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD125,MAR OTELİ,2 YILDIZLI OTEL,2,16,32,TURGUTREİS MAH.,0252 382 7880,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD126,MEKHAN OTEL,2 YILDIZLI OTEL,2,22,44,GÜMBET MAHALLESİ,0252 319 3111,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD127,ZUZUU BEACH HOTEL,2 YILDIZLI OTEL,2,42,86,YAHŞİ MAH.,,Ortakent-Yahşi,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD128,THE QUEEN ADA,2 YILDIZLI OTEL,2,22,45,TORBA MAHALLESİ,0252 367 1598,Torba,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD129,KAVALA STUDIO,1 YILDIZLI OTEL,1,22,45,KUMBAHÇE MAH.,0252 316 6564,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD130,OPAL OTELİ,1 YILDIZLI OTEL,1,23,46,TURGUTREİS MAH.,0252 382 3678,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD131,SAR OTEL,1 YILDIZLI OTEL,1,34,70,TURGUTREİS MAH.,0252 382 3319,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD132,CÜNEYDİ PANSİYON,PANSİYON,,15,30,YALIKAVAK MAH.,0252 385 4077,Yalıkavak,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD133,DİNÇ PANSİYON,PANSİYON,,17,34,KUMBAHÇE MAH.,0252 316 1141,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD134,FLAGSUITES BODRUM PANSİYON,PANSİYON,,6,12,YENİKÖY MAH.,,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD135,AĞAR APART,MÜSTAKİL APART,,26,90,GÜMBET MAHALLESİ,0252 313 5149,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD136,AK-TUR,MÜSTAKİL APART,,15,48,BİTEZ MAHALLESİ,0252 363 8200,Bitez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD137,AK-TUR APART-1 TESİSLERİ,MÜSTAKİL APART,,22,84,BİTEZ MAHALLESİ,0252 343 1072,Bitez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD138,AK-TUR APART 3 TESİSLERİ,MÜSTAKİL APART,,152,616,BİTEZ MAHALLESİ,0252 343 1421,Bitez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD139,BODROOM QUEEN APART,MÜSTAKİL APART,,46,92,GÜMBET MAHALLESİ,0252 319 5919,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD140,CLUB BOZOK APART OTEL,MÜSTAKİL APART,,45,90,GÜMBET MAHALLESİ,0252 319 3033,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD141,CLUB DEDEMAN,MÜSTAKİL APART,,147,294,BİTEZ MAHALLESİ,0252 319 3838,Bitez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD142,GREEN HOUSE APART OTEL,MÜSTAKİL APART,,36,72,GÜMBET MAHALLESİ,0252 319 4236,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD143,İLKNUR APART OTEL,MÜSTAKİL APART,,30,60,TURGUTREİS MAH.,0252 382 5330,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD144,SERAY CLASS APART,MÜSTAKİL APART,,30,92,GÜMBET MAHALLESİ,0252 316 1969,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD145,SİANJİ WELL-BEING RESORT,MÜSTAKİL APART,,116,464,TURGUTREİS MAH.,0252 382 8217,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD146,LA LOCAL HOTEL & SPA,MÜSTAKİL APART,,22,44,TURGUTREİS MAH.,0252 382 2999,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD147,ARTS HOTEL BODRUM,BUTİK OTEL,,38,76,YALIKAVAK,0212 361 4141,Yalıkavak,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD148,AVANTGARDE MEJOR COSTA YALIKAVAK OTEL,BUTİK OTEL,,31,62,YALIKAVAK MAH.,0252 385 3765,Yalıkavak,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD149,CASA DELL'ARTE HOTEL,BUTİK OTEL,,12,36,TORBA MAHALLESİ,0252 367 1848,Torba,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD150,DİLEK AĞACI BUTİK OTEL,BUTİK OTEL,,21,42,ORTAKENT MAH.,0252 348 4315,Ortakent-Yahşi,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD151,PALM HILLS BODRUM,BUTİK OTEL,,56,112,GÜNDOĞAN MAH.,0532 612 24 20,Gündoğan,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD152,ELEMENTA BY CACTUS HOTELS,BUTİK OTEL,,52,111,YALIKAVAK MAH.,0252 385 3717,Yalıkavak,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD153,HİLLSTONE BODRUM HOTEL SPA,BUTİK OTEL,,96,200,YOKUŞBAŞI MAH.,0252 311 0000,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD154,HİGHLİGHT HOTEL,BUTİK OTEL,,31,80,YALIKAVAK MAH.,0252 385 5959,Yalıkavak,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD155,IL RICCO BEACH HOTELS,BUTİK OTEL,,10,20,GÖLTÜRKBÜKÜ MAH.,,Türkbükü,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD156,KAYA PALAZZO RESORT & LE CHIC BODRUM,BUTİK OTEL,,60,202,ESKİÇEŞME MAHALLESİ,0212 348 91 10,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD157,LIV HOTEL BY BELLAZURE,BUTİK OTEL,,60,120,TURGUTREİS MAH.,0252 393 6633,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD158,LUGGA BUTİK OTEL,BUTİK OTEL,,52,104,ORTAKENT MAH.,0252 348 3200,Ortakent-Yahşi,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD159,MARİSOL HOTEL,BUTİK OTEL,,20,40,GÜNDOĞAN MAH.,0252 387 9192,Gündoğan,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD160,MOON HOTEL & BEACH & LOUNGE,BUTİK OTEL,,40,94,YALIKAVAK MAH.,,Yalıkavak,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD161,OLİRA BUTİK OTEL,BUTİK OTEL,,32,64,GÜNDOĞAN MAH.,0252 387 8714,Gündoğan,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD162,SWISOTEL RESORT BODRUM BEACH,BUTİK OTEL,,60,120,TURGUTREİS MAH.,0252 311 3333,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD163,SARPEDOR BOUTIQUE HOTEL &SPA,BUTİK OTEL,,32,70,TORBA MAHALLESİ,0252 337 1200,Torba,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD164,THE BARBAROS RESERVE BODRUM MENAGED BY,BUTİK OTEL,,42,168,KIZILAĞAÇ MAH.,,,,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD165,MARİNE CLUB CATAMARAN,YÜZER TESİS,,,,,,,,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD166,ALLIUM VILLAS,ÖZEL TESİS KNL,,36,72,GERİŞ MAH.,5054213295,Yalıkavak,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD167,BODRİUM OTEL & SPA,ÖZEL TESİS KNL,,50,100,ESKİÇEŞME MAH.,0252 311 0360,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD168,KOCADON HOTEL,ÖZEL TESİS,,11,22,ESKİ ÇEŞME MAH.,,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
